STUDY_ID	SAMPLE_ID	REST	MAPK8IP2	ATP1A3	RUNDC3A	CDK5R1	TLCD3B
gbm_tcga_pan_can_atlas_2018	TCGA-27-1832-01	-0.7376	-0.6565	-0.6791	-0.8235	-0.7218	-0.715
gbm_tcga_pan_can_atlas_2018	TCGA-27-1831-01	-1.2735	-1.167	-0.7596	-0.8555	-0.7816	-0.9511
gbm_tcga_pan_can_atlas_2018	TCGA-27-1830-01	1.627	-0.8634	-0.5448	-0.6286	-0.4662	-0.5481
gbm_tcga_pan_can_atlas_2018	TCGA-26-A7UX-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-26-6174-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-26-6173-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-26-5139-01	0.024	0.2255	-0.5021	-0.5588	-0.5344	-0.5381
gbm_tcga_pan_can_atlas_2018	TCGA-26-5136-01	-0.662	-0.8053	-0.6667	-0.7762	-0.309	-0.7493
gbm_tcga_pan_can_atlas_2018	TCGA-26-5135-01	-1.2489	1.4332	1.0991	0.9251	0.3951	2.1159
gbm_tcga_pan_can_atlas_2018	TCGA-26-5134-01	0.8667	-0.2574	-0.1457	0.2451	0.2678	0.3196
gbm_tcga_pan_can_atlas_2018	TCGA-26-5133-01	0.3016	-0.4996	-0.0422	-0.4703	0.5784	-0.1137
gbm_tcga_pan_can_atlas_2018	TCGA-26-5132-01	-0.2969	-0.8087	-0.5671	-0.6832	-0.5842	-0.1157
gbm_tcga_pan_can_atlas_2018	TCGA-26-1799-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-26-1443-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-26-1442-01	-0.7018	0.2561	1.5686	0.3911	0.6232	1.4229
gbm_tcga_pan_can_atlas_2018	TCGA-26-1440-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-26-1439-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-26-1438-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-A6J5-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-A6J4-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-A60I-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-5960-01	2.5825	-0.3406	0.4685	0.3936	1.2066	0.1618
gbm_tcga_pan_can_atlas_2018	TCGA-19-5959-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-5958-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-5956-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-5955-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-5954-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-5953-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-5952-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-5951-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-5950-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-5947-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-4068-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-4065-01	-0.311	-0.4558	-0.6496	-0.7385	-0.6642	-0.5595
gbm_tcga_pan_can_atlas_2018	TCGA-19-2631-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-2629-01	-0.9876	0.4909	-0.2162	0.6435	-0.5127	0.9095
gbm_tcga_pan_can_atlas_2018	TCGA-19-2625-01	-0.9297	-0.8338	-0.7366	-0.9108	-0.7415	-0.8619
gbm_tcga_pan_can_atlas_2018	TCGA-19-2624-01	-1.2992	0.4172	1.1137	1.1399	2.0102	2.9646
gbm_tcga_pan_can_atlas_2018	TCGA-19-2623-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-2621-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-2620-01	0.2307	-0.3006	-0.4904	-0.1106	-0.5548	-0.5089
gbm_tcga_pan_can_atlas_2018	TCGA-19-2619-01	1.2561	0.6438	-0.4138	-0.3824	-0.2272	-0.0943
gbm_tcga_pan_can_atlas_2018	TCGA-19-1791-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-1790-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-1789-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-1787-01	-0.1971	-0.6016	-0.2836	-0.8243	-0.7957	-0.7756
gbm_tcga_pan_can_atlas_2018	TCGA-19-1786-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-1392-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-1390-01	0.9736	-0.2752	-0.2093	0.198	0.1926	0.3652
gbm_tcga_pan_can_atlas_2018	TCGA-19-1389-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-1388-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-1387-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-1386-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-1385-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-16-1460-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-16-1063-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-16-1062-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-16-1060-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-16-1056-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-16-1055-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-16-1047-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-16-1045-01	1.1948	-0.6095	-0.5746	-0.5464	-0.6811	-0.6968
gbm_tcga_pan_can_atlas_2018	TCGA-15-1449-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-15-1447-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-15-1446-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-15-1444-01	0.7164	-0.496	0.0988	-0.4747	-0.0599	0.6497
gbm_tcga_pan_can_atlas_2018	TCGA-14-4157-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-3477-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-3476-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-2555-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-2554-01	-0.3697	-0.6629	-0.504	-0.2097	-0.5508	-0.8067
gbm_tcga_pan_can_atlas_2018	TCGA-14-1829-01	-1.341	-1.1199	-0.7304	-0.5498	-0.809	-0.7889
gbm_tcga_pan_can_atlas_2018	TCGA-14-1827-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1825-01	-0.1826	-0.2542	0.082	0.3312	-0.2708	0.6597
gbm_tcga_pan_can_atlas_2018	TCGA-14-1823-01	-1.3034	-0.9053	-0.7206	-0.7175	-0.843	-0.9613
gbm_tcga_pan_can_atlas_2018	TCGA-14-1821-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1795-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1794-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1459-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1458-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1456-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1455-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1454-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1453-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1452-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1451-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1450-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1402-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1401-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1396-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1395-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1043-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1037-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-1034-01	0.862	-0.7331	-0.7599	-0.8143	-0.9383	-0.817
gbm_tcga_pan_can_atlas_2018	TCGA-14-1034-02	2.0496	-0.7651	-0.3646	-0.6502	-0.7075	-0.728
gbm_tcga_pan_can_atlas_2018	TCGA-12-5301-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-5299-01	0.1415	0.0377	-0.4592	-0.3542	-0.4331	-0.4837
gbm_tcga_pan_can_atlas_2018	TCGA-12-5295-01	-0.7073	-1.2314	-0.7539	-0.7896	-0.7801	-0.7554
gbm_tcga_pan_can_atlas_2018	TCGA-12-3653-01	0.8098	-0.8518	-0.7644	-0.8941	-0.5163	-0.8605
gbm_tcga_pan_can_atlas_2018	TCGA-12-3652-01	-1.1652	-0.7047	-0.6631	-0.2717	-0.7134	0.2573
gbm_tcga_pan_can_atlas_2018	TCGA-12-3651-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-3650-01	-0.9371	1.0923	1.1015	1.7719	0.6814	1.189
gbm_tcga_pan_can_atlas_2018	TCGA-12-3649-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-3648-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-3646-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-3644-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1602-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1600-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1599-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1598-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1597-01	-1.222	1.6721	2.3875	1.7708	2.1601	3.7394
gbm_tcga_pan_can_atlas_2018	TCGA-12-1099-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1098-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1097-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1096-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1095-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1094-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1093-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1092-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1091-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1090-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1089-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-1088-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-A7TL-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-A7TK-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-A6S1-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-A6S0-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-A5U1-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-A5U0-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-6701-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-6700-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-6699-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-6698-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-6697-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-6695-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-6694-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-6693-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-6390-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-6389-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-6388-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-5859-01	0.2486	-0.3397	-0.2872	-0.3305	-0.2014	-0.1829
gbm_tcga_pan_can_atlas_2018	TCGA-06-5858-01	1.2292	-0.8864	-0.6239	-0.8669	-0.2885	-0.9424
gbm_tcga_pan_can_atlas_2018	TCGA-06-5856-01	0.998	-0.8626	0.3629	-0.0688	0.4638	0.2806
gbm_tcga_pan_can_atlas_2018	TCGA-06-5418-01	0.5793	-1.104	-0.6974	-0.6423	-0.7183	-0.4585
gbm_tcga_pan_can_atlas_2018	TCGA-06-5417-01	1.0248	-1.2782	-0.6386	-0.8688	-0.3265	-0.4928
gbm_tcga_pan_can_atlas_2018	TCGA-06-5416-01	-0.5495	0.0546	0.9106	0.3094	0.0979	1.4009
gbm_tcga_pan_can_atlas_2018	TCGA-06-5415-01	0.209	0.2553	-0.0621	0.3863	0.0721	-0.3875
gbm_tcga_pan_can_atlas_2018	TCGA-06-5414-01	1.5338	-0.5497	-0.7512	-0.7229	-0.7595	-0.6394
gbm_tcga_pan_can_atlas_2018	TCGA-06-5413-01	0.251	-0.8542	-0.2808	0.1108	-0.0569	-0.2574
gbm_tcga_pan_can_atlas_2018	TCGA-06-5412-01	0.1621	-1.0013	-0.4998	-0.7552	-0.8095	-0.7485
gbm_tcga_pan_can_atlas_2018	TCGA-06-5411-01	-1.1135	3.8912	2.3677	4.4074	2.718	1.4262
gbm_tcga_pan_can_atlas_2018	TCGA-06-5410-01	0.1813	-0.6655	-0.4448	-0.4866	-0.7943	-0.8827
gbm_tcga_pan_can_atlas_2018	TCGA-06-5408-01	0.8767	-0.4366	-0.1598	0.2529	-0.0667	0.2766
gbm_tcga_pan_can_atlas_2018	TCGA-06-2570-01	0.2162	0.1633	0.4479	0.6638	-0.0113	1.0697
gbm_tcga_pan_can_atlas_2018	TCGA-06-2569-01	0.2587	-1.2813	-0.7703	-0.9321	-1.0025	-0.9895
gbm_tcga_pan_can_atlas_2018	TCGA-06-2567-01	0.0963	-0.5099	-0.4939	-0.4952	-0.4914	-0.48
gbm_tcga_pan_can_atlas_2018	TCGA-06-2566-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-2565-01	1.9418	-0.3589	-0.7318	-0.3769	-0.6019	-0.4474
gbm_tcga_pan_can_atlas_2018	TCGA-06-2564-01	1.6089	-0.4025	-0.564	-0.6814	-0.1138	-0.6997
gbm_tcga_pan_can_atlas_2018	TCGA-06-2563-01	0.9746	-0.2774	-0.2862	-0.385	0.0908	-0.2023
gbm_tcga_pan_can_atlas_2018	TCGA-06-2562-01	1	-0.5035	-0.4118	-0.289	-0.2608	-0.1857
gbm_tcga_pan_can_atlas_2018	TCGA-06-2561-01	0.6565	0.4603	0.0172	-0.0119	-0.3403	-0.4254
gbm_tcga_pan_can_atlas_2018	TCGA-06-2559-01	0.323	-0.2751	0.0461	0.0296	0.2961	0.3372
gbm_tcga_pan_can_atlas_2018	TCGA-06-2558-01	0.1039	0.2214	0.7558	1.0694	1.0891	0.442
gbm_tcga_pan_can_atlas_2018	TCGA-06-2557-01	0.2392	-0.6343	-0.3985	-0.506	0.0596	-0.6067
gbm_tcga_pan_can_atlas_2018	TCGA-06-1806-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-1805-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-1804-01	0.6568	-0.4073	-0.2303	-0.5745	-0.6177	-0.4737
gbm_tcga_pan_can_atlas_2018	TCGA-06-1802-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-1801-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-1800-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-1087-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-1086-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-1084-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-2486-01	-0.731	-0.8454	-0.774	-0.8725	-0.93	-0.9734
gbm_tcga_pan_can_atlas_2018	TCGA-02-2485-01	-0.9347	0.3261	0.8198	0.1937	1.1714	0.1794
gbm_tcga_pan_can_atlas_2018	TCGA-02-2483-01	-1.4086	0.1666	0.9321	0.6327	2.4832	2.2577
gbm_tcga_pan_can_atlas_2018	TCGA-02-2470-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-2466-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0027-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0412-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-0781-01	-0.3233	-0.637	-0.7736	-0.8931	-0.9255	-0.8682
gbm_tcga_pan_can_atlas_2018	TCGA-19-0955-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0111-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-08-0516-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0046-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0143-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0321-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-08-0356-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0087-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0176-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-08-0375-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-16-1048-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0139-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0023-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0214-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0325-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0162-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-28-2501-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-0776-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-0829-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0167-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-08-0355-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-0769-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0749-01	-1.6798	3.3792	1.7781	1.8911	0.2828	0.1887
gbm_tcga_pan_can_atlas_2018	TCGA-02-0054-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-0670-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0152-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0644-01	0.7414	-1.1453	-0.7728	-0.9603	-0.8603	-0.9634
gbm_tcga_pan_can_atlas_2018	TCGA-06-0747-01	-0.5228	-0.6726	-0.4832	-0.6344	-0.6706	-0.2174
gbm_tcga_pan_can_atlas_2018	TCGA-08-0512-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-19-0962-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-16-0849-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0184-01	-0.811	-0.8218	-0.6962	-0.7464	-0.9047	-0.9074
gbm_tcga_pan_can_atlas_2018	TCGA-06-0164-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0060-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-08-0525-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0650-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0106-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0006-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-0820-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0173-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0409-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-14-0740-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-08-0509-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-0691-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0084-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-08-0380-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0064-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0339-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-08-0351-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0269-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-08-0390-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-08-0517-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0430-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0099-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0039-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0009-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0210-02	-0.0437	-0.4519	-0.4892	-0.5752	-0.38	-0.7542
gbm_tcga_pan_can_atlas_2018	TCGA-02-0080-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0071-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0016-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-12-0772-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-08-0244-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0104-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0151-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-28-2510-01	-1.3752	5.1954	3.3824	4.0826	2.4616	0.9616
gbm_tcga_pan_can_atlas_2018	TCGA-02-0034-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0879-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0206-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0155-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0083-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-02-0055-01	0.0231	-0.8661	-0.4903	-0.6705	-0.7797	-0.823
gbm_tcga_pan_can_atlas_2018	TCGA-02-0451-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0201-01	NP	NP	NP	NP	NP	NP
gbm_tcga_pan_can_atlas_2018	TCGA-06-0878-01	0.7156	-1.0745	-0.7276	-0.8477	-0.5416	-0.921
